CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD364155,09/11/2020 06:38:00 PM,0000X E ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,123,4,06,1176576,1895067,41.867414944,-87.627231186,"(41.867414944, -87.627231186)"
JD363511,09/11/2020 09:23:00 AM,054XX S CORNELL AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,234,5,08A,1188179,1869502,41.796993404,-87.585452635,"(41.796993404, -87.585452635)"
JD364280,09/11/2020 08:50:00 PM,016XX N MOBILE AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,STREET,N,N,2513,29,03,1133950,1910217,41.909844104,-87.783363083,"(41.909844104, -87.783363083)"
JD367246,09/11/2020 08:30:00 PM,053XX N AUSTIN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,1622,45,26,1135212,1935013,41.977864666,-87.778136933,"(41.977864666, -87.778136933)"
JD392815,10/08/2020 01:46:00 PM,003XX W 61ST PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,711,20,15,1174786,1864123,41.782542113,-87.634726204,"(41.782542113, -87.634726204)"
JD393961,10/08/2020 07:00:00 PM,027XX W BERWYN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2011,40,06,1157192,1935090,41.977656583,-87.697302989,"(41.977656583, -87.697302989)"
JD364113,09/11/2020 05:55:00 PM,041XX W 31ST ST,0560,ASSAULT,SIMPLE,ALLEY,N,N,1031,22,08A,1149098,1883714,41.836836797,-87.728401147,"(41.836836797, -87.728401147)"
JD363354,09/11/2020 03:05:00 AM,080XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,612,21,14,1170052,1851409,41.74775752,-87.65245137,"(41.74775752, -87.65245137)"
JD365160,09/11/2020 09:00:00 AM,043XX W 26TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1013,22,06,1147852,1886365,41.844135485,-87.732905268,"(41.844135485, -87.732905268)"
JD364397,09/11/2020 11:21:00 PM,113XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,531,9,08B,1180932,1829847,41.6883455,-87.613244774,"(41.6883455, -87.613244774)"
JD455776,12/11/2020 04:01:00 AM,038XX W GEORGE ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,2523,30,15,1150068,1919003,41.933654825,-87.723922222,"(41.933654825, -87.723922222)"
JD363902,09/11/2020 02:35:00 PM,074XX S VINCENNES AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,731,6,15,1175879,1855545,41.758978686,-87.630975797,"(41.758978686, -87.630975797)"
JD314557,07/29/2020 09:30:00 PM,011XX S CANAL ST,0320,ROBBERY,STRONG ARM - NO WEAPON,BANK,Y,N,124,25,03,1173307,1895355,41.868278395,-87.639223526,"(41.868278395, -87.639223526)"
JD366647,09/11/2020 08:00:00 AM,027XX S INDIANA AVE,0810,THEFT,OVER $500,APARTMENT,N,N,133,4,06,1178044,1886556,41.844026941,-87.622100808,"(41.844026941, -87.622100808)"
JD367993,07/05/2020 12:00:00 PM,104XX S AVENUE H,0820,THEFT,$500 AND UNDER,SIDEWALK,N,N,432,10,06,1202826,1836387,41.705761657,-87.532871503,"(41.705761657, -87.532871503)"
JD299630,07/16/2020 03:00:00 AM,061XX S KENWOOD AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,NURSING / RETIREMENT HOME,N,N,314,20,26,1186129,1864575,41.783522021,-87.593125671,"(41.783522021, -87.593125671)"
JD369763,09/16/2020 09:15:00 PM,055XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,N,N,225,20,08B,1178100,1868327,41.794003774,-87.622448757,"(41.794003774, -87.622448757)"
JD369227,09/16/2020 02:15:00 PM,020XX W ROSCOE ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,Y,N,1921,32,26,1162308,1922576,41.943211791,-87.678840499,"(41.943211791, -87.678840499)"
JD370053,09/16/2020 05:00:00 PM,057XX W NEWPORT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,1633,36,14,1137534,1922360,41.943102026,-87.769903614,"(41.943102026, -87.769903614)"
JD362517,09/09/2020 09:00:00 PM,001XX N CENTRAL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,1523,29,07,1139023,1900551,41.883228644,-87.764961923,"(41.883228644, -87.764961923)"
JD369293,09/16/2020 03:32:00 PM,086XX S JUSTINE ST,0460,BATTERY,SIMPLE,ALLEY,N,N,614,21,08B,1167512,1847363,41.736709496,-87.661874406,"(41.736709496, -87.661874406)"
JD320111,08/03/2020 07:00:00 PM,001XX W LAKE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CTA TRAIN,N,N,122,42,14,1175301,1901735,41.885741029,-87.631711749,"(41.885741029, -87.631711749)"
JD392885,10/08/2020 02:30:00 PM,111XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,CTA BUS,N,N,531,9,08A,1181829,1831381,41.692534384,-87.609913783,"(41.692534384, -87.609913783)"
JD393481,10/08/2020 03:00:00 PM,026XX E 117TH ST,0610,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROPERTY / TRAIN DEPOT,N,N,434,10,05,1195742,1828047,41.683053599,-87.559086495,"(41.683053599, -87.559086495)"
JE189179,04/04/2021 12:38:00 PM,034XX W HURON ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1121,27,18,1153384,1904455,41.893668506,-87.712123242,"(41.893668506, -87.712123242)"
JD396743,10/08/2020 11:18:00 AM,006XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,N,N,1834,42,06,1177327,1904330,41.892816145,-87.624193198,"(41.892816145, -87.624193198)"
JE129054,02/01/2021 10:36:00 AM,066XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,321,5,08B,1182702,1861192,41.774319025,-87.605795029,"(41.774319025, -87.605795029)"
JD392360,10/08/2020 02:30:00 AM,064XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,N,N,312,20,14,1182672,1862402,41.777640075,-87.605867481,"(41.777640075, -87.605867481)"
JE189039,04/04/2021 07:30:00 AM,053XX W GRAND AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2515,36,06,1140497,1913067,41.917547111,-87.759241671,"(41.917547111, -87.759241671)"
JD393030,10/08/2020 01:00:00 AM,025XX N TRIPP AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,2524,31,11,1147622,1916574,41.927036787,-87.732973738,"(41.927036787, -87.732973738)"
JD392727,10/08/2020 12:51:00 PM,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1034,28,06,1159734,1889313,41.851988885,-87.689219118,"(41.851988885, -87.689219118)"
JD392840,10/08/2020 11:00:00 AM,075XX S ESSEX AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,N,N,421,7,04A,1194175,1855389,41.758121135,-87.563928087,"(41.758121135, -87.563928087)"
JD392400,10/08/2020 12:01:00 AM,112XX S MAY ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,2234,34,11,1170675,1830002,41.688999992,-87.650790383,"(41.688999992, -87.650790383)"
JD394123,10/08/2020 09:00:00 PM,022XX E 70TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,331,5,06,1192282,1858985,41.768035091,-87.570748774,"(41.768035091, -87.570748774)"
JD384529,09/30/2020 06:00:00 PM,054XX N BROADWAY,0460,BATTERY,SIMPLE,OTHER (SPECIFY),N,N,2023,48,08B,1167332,1936198,41.980484313,-87.659981409,"(41.980484313, -87.659981409)"
JD396020,10/08/2020 07:00:00 PM,066XX S KILDARE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,833,13,08B,1148849,1860228,41.772392513,-87.729919869,"(41.772392513, -87.729919869)"
JD397055,10/07/2020 07:01:00 AM,009XX N DRAKE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1121,27,11,1152538,1906113,41.898234987,-87.715186457,"(41.898234987, -87.715186457)"
JD456383,12/11/2020 02:00:00 PM,056XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,N,231,20,08B,1179888,1867674,41.792171122,-87.615912299,"(41.792171122, -87.615912299)"
JD392345,10/08/2020 01:20:00 AM,014XX W ELMDALE AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,2433,48,03,1165525,1939958,41.990840649,-87.666519226,"(41.990840649, -87.666519226)"
JD394192,10/08/2020 12:01:00 AM,008XX N WOOD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1212,1,06,1164238,1905911,41.897441318,-87.672219005,"(41.897441318, -87.672219005)"
JD392683,10/08/2020 12:10:00 PM,085XX S COLFAX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,423,7,14,1194981,1848844,41.74014132,-87.561189495,"(41.74014132, -87.561189495)"
JD393343,10/08/2020 11:00:00 PM,048XX W MADISON ST,0460,BATTERY,SIMPLE,GAS STATION,N,N,1533,28,08B,1144203,1899587,41.880487595,-87.745964635,"(41.880487595, -87.745964635)"
JD397149,09/28/2020 09:30:00 PM,046XX N CLIFTON AVE,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,1913,46,06,1167677,1930933,41.966029543,-87.658865072,"(41.966029543, -87.658865072)"
JD456506,12/11/2020 06:45:00 PM,010XX W MADISON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1232,25,07,1169700,1900215,41.881693864,-87.652323905,"(41.881693864, -87.652323905)"
JD470606,12/26/2020 07:00:00 PM,004XX S CLINTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,121,25,07,1172798,1898242,41.8762118,-87.641006667,"(41.8762118, -87.641006667)"
JD456685,12/11/2020 09:30:00 PM,081XX S MARYLAND AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,631,8,03,1183316,1851309,41.747184808,-87.603851467,"(41.747184808, -87.603851467)"
JD456524,12/11/2020 04:16:00 PM,098XX S INGLESIDE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,511,8,15,1184292,1839888,41.715821542,-87.600631424,"(41.715821542, -87.600631424)"
JD456555,12/11/2020 07:10:00 PM,054XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,814,14,06,1145070,1869741,41.798569683,-87.743533609,"(41.798569683, -87.743533609)"
JD456656,12/11/2020 10:22:00 PM,119XX S WALLACE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,524,34,14,1174458,1825694,41.677095075,-87.637068422,"(41.677095075, -87.637068422)"
JD456115,12/11/2020 12:50:00 PM,068XX S HONORE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,Y,N,726,17,04B,1165198,1859326,41.769586902,-87.670014276,"(41.769586902, -87.670014276)"
JD393292,10/08/2020 05:00:00 PM,007XX W LAKE ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1214,27,06,1171203,1901678,41.885675573,-87.646761991,"(41.885675573, -87.646761991)"
JD393334,10/08/2020 10:50:00 PM,042XX W JACKSON BLVD,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,Y,Y,1132,28,08B,1148155,1898349,41.877015243,-87.731485006,"(41.877015243, -87.731485006)"
JD392323,10/08/2020 12:23:00 AM,012XX S TROY ST,1360,CRIMINAL TRESPASS,TO VEHICLE,SIDEWALK,Y,N,1022,24,26,1155554,1894293,41.865739569,-87.704427025,"(41.865739569, -87.704427025)"
JD393368,10/08/2020 11:40:00 PM,011XX N KEYSTONE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,Y,1111,37,14,1149176,1907349,41.901692505,-87.727502852,"(41.901692505, -87.727502852)"
JD393138,10/08/2020 06:47:00 PM,086XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,613,21,14,1170492,1847614,41.737333956,-87.650949347,"(41.737333956, -87.650949347)"
JD392406,10/08/2020 12:30:00 AM,031XX S CENTRAL PARK AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1032,22,07,1152867,1883557,41.836332297,-87.714575208,"(41.836332297, -87.714575208)"
JE128988,02/01/2021 10:15:00 AM,064XX S LOWE AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,723,20,08B,1173144,1862203,41.777309867,-87.640802922,"(41.777309867, -87.640802922)"
JD392787,10/08/2020 12:34:00 PM,013XX W MARQUETTE RD,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,724,17,08A,1168588,1860336,41.772286054,-87.657558952,"(41.772286054, -87.657558952)"
JD393080,10/08/2020 02:00:00 PM,017XX W ESTES AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2423,49,08A,1163676,1947450,42.01143819,-87.673107779,"(42.01143819, -87.673107779)"
JD393695,10/08/2020 09:00:00 PM,061XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,313,20,14,1183503,1864541,41.783490352,-87.602754437,"(41.783490352, -87.602754437)"
JD393219,10/08/2020 06:15:00 PM,036XX W WOLFRAM ST,0620,BURGLARY,UNLAWFUL ENTRY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,N,N,2523,30,05,1151607,1918709,41.932817907,-87.718274183,"(41.932817907, -87.718274183)"
JD392573,10/08/2020 10:25:00 AM,023XX W FARWELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2411,50,08B,1159457,1945538,42.006279844,-87.688684252,"(42.006279844, -87.688684252)"
JD452139,12/07/2020 01:12:00 PM,052XX W MADISON ST,5011,OTHER OFFENSE,LICENSE VIOLATION,GROCERY FOOD STORE,Y,N,1522,29,26,1141177,1899516,41.880349054,-87.757077713,"(41.880349054, -87.757077713)"
JD392403,10/08/2020 03:06:00 AM,107XX S SANGAMON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - YARD (FRONT / BACK),N,N,2233,34,07,1171887,1833755,41.699272376,-87.646243692,"(41.699272376, -87.646243692)"
JD392932,10/08/2020 03:13:00 PM,033XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,N,Y,1121,26,08B,1153917,1907786,41.902798478,-87.710076831,"(41.902798478, -87.710076831)"
JD393196,10/08/2020 07:58:00 PM,008XX N MILWAUKEE AVE,031A,ROBBERY,ARMED - HANDGUN,RESTAURANT,N,N,1213,27,03,1168439,1905831,41.897131925,-87.656791646,"(41.897131925, -87.656791646)"
JD396620,09/23/2020 12:35:00 PM,005XX E 32ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,211,4,06,1180539,1883677,41.836069707,-87.613033345,"(41.836069707, -87.613033345)"
JD393565,10/08/2020 07:00:00 PM,013XX W 112TH PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,2234,34,05,1169218,1830117,41.689347127,-87.656121111,"(41.689347127, -87.656121111)"
JD392368,10/08/2020 02:39:00 AM,046XX S LA CROSSE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,N,N,814,22,15,1144807,1873381,41.808563364,-87.744406636,"(41.808563364, -87.744406636)"
JD393307,10/08/2020 04:30:00 PM,100XX S MAY ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2232,34,07,1170425,1838204,41.711513003,-87.651467894,"(41.711513003, -87.651467894)"
JD393340,10/08/2020 05:00:00 PM,034XX N WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1921,47,07,1159771,1922681,41.943552694,-87.688162342,"(41.943552694, -87.688162342)"
JD392780,10/08/2020 01:45:00 PM,003XX W CHICAGO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1831,42,06,1174001,1905669,41.896565217,-87.636368223,"(41.896565217, -87.636368223)"
JD392649,10/08/2020 12:00:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DRIVEWAY - RESIDENTIAL,N,N,111,42,06,1176338,1901346,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
JD392539,10/08/2020 06:00:00 AM,011XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1213,2,07,1165945,1907942,41.902978257,-87.665891392,"(41.902978257, -87.665891392)"
JD392900,10/08/2020 12:40:00 PM,002XX W WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,122,42,08B,1174594,1900807,41.883210375,-87.634335728,"(41.883210375, -87.634335728)"
JD392385,10/08/2020 04:20:00 AM,016XX W 50TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,931,20,07,1166345,1871560,41.803134164,-87.665461537,"(41.803134164, -87.665461537)"
JD390494,10/06/2020 11:16:00 AM,127XX S WALLACE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,Y,N,523,9,04B,1174624,1820496,41.662827232,-87.636614639,"(41.662827232, -87.636614639)"
JD392393,10/08/2020 06:00:00 AM,049XX N KENMORE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2024,48,08A,1168355,1933247,41.972364558,-87.656304974,"(41.972364558, -87.656304974)"
JD393411,10/08/2020 07:00:00 PM,013XX W POTOMAC AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1433,27,07,1167609,1908827,41.905371065,-87.659753703,"(41.905371065, -87.659753703)"
JD393202,10/08/2020 07:30:00 PM,008XX N ST LOUIS AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,1121,27,24,1152896,1905326,41.896068297,-87.713892414,"(41.896068297, -87.713892414)"
JD392801,10/08/2020 01:19:00 PM,035XX S DR MARTIN LUTHER KING JR DR,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Y,N,212,4,24,1179479,1881640,41.830504355,-87.616985147,"(41.830504355, -87.616985147)"
JD397076,09/16/2020 04:38:00 AM,031XX N LINCOLN AVE,0810,THEFT,OVER $500,RESIDENCE - GARAGE,N,N,1933,32,06,1165424,1920988,41.93878838,-87.66743301,"(41.93878838, -87.66743301)"
JD392957,10/08/2020 03:50:00 PM,049XX W SUPERIOR ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,1531,37,04A,1143306,1904515,41.894027415,-87.749135182,"(41.894027415, -87.749135182)"
JD393274,10/08/2020 09:06:00 PM,107XX S CHAMPLAIN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,513,9,04B,1182508,1833974,41.699634246,-87.607347854,"(41.699634246, -87.607347854)"
JD444222,10/01/2020 09:00:00 AM,052XX S KIMBARK AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,234,4,06,1185550,1870810,41.800645017,-87.595052147,"(41.800645017, -87.595052147)"
JD393317,10/08/2020 08:54:00 PM,024XX N LINCOLN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,1932,43,14,1169993,1916684,41.926879391,-87.650766841,"(41.926879391, -87.650766841)"
JD455963,12/11/2020 09:00:00 AM,041XX W CRYSTAL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,Y,N,2534,37,14,1148462,1908011,41.903522908,-87.730108383,"(41.903522908, -87.730108383)"
JE223734,05/08/2021 03:00:00 PM,076XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,612,17,08B,1169978,1854048,41.755000895,-87.652646025,"(41.755000895, -87.652646025)"
JD392377,10/08/2020 04:10:00 AM,011XX W CERMAK RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,N,N,1235,25,11,1168907,1889572,41.852505856,-87.655544324,"(41.852505856, -87.655544324)"
JD392968,10/08/2020 04:05:00 PM,004XX W BARRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,1934,44,08B,1172724,1920656,41.937718623,-87.640613767,"(41.937718623, -87.640613767)"
JD397321,08/30/2020 03:44:00 AM,023XX N CLYBOURN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,1811,2,11,1165441,1915547,41.923857611,-87.667525821,"(41.923857611, -87.667525821)"
JD397029,10/05/2020 01:00:00 PM,101XX S BENSLEY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,431,7,11,1194490,1838145,41.710794359,-87.563339056,"(41.710794359, -87.563339056)"
JD392999,10/08/2020 03:00:00 PM,091XX S LAFLIN ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,2221,21,11,1167942,1844042,41.727586967,-87.660394149,"(41.727586967, -87.660394149)"
JD394374,10/08/2020 09:30:00 PM,004XX N ORLEANS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1831,42,14,1173850,1903341,41.890180418,-87.636992207,"(41.890180418, -87.636992207)"
JD392495,10/08/2020 09:05:00 AM,007XX E 84TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,632,6,08B,1182730,1849012,41.740895201,-87.606069845,"(41.740895201, -87.606069845)"
JD392749,10/08/2020 12:17:00 PM,071XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,735,17,07,1164256,1857410,41.764349018,-87.673521113,"(41.764349018, -87.673521113)"
JD392881,10/08/2020 03:00:00 PM,023XX W GLENLAKE AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,2413,40,06,1159431,1940438,41.992285804,-87.688921124,"(41.992285804, -87.688921124)"
JD393336,10/08/2020 10:48:00 PM,032XX W PETERSON AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1711,50,15,1153821,1939701,41.990377425,-87.709576338,"(41.990377425, -87.709576338)"
JD393282,10/08/2020 09:10:00 PM,001XX N CARPENTER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1224,27,07,1169443,1900891,41.883554448,-87.653247925,"(41.883554448, -87.653247925)"
JD392817,10/08/2020 02:08:00 PM,076XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,624,8,08B,1183556,1854535,41.7560317,-87.602871691,"(41.7560317, -87.602871691)"
JD393006,10/08/2020 04:37:00 PM,120XX S EGGLESTON AVE,4255,KIDNAPPING,UNLAWFUL VISITATION INTERFERENCE,RESIDENCE,N,Y,523,34,26,1175465,1825083,41.675396005,-87.633400685,"(41.675396005, -87.633400685)"
JD455912,12/11/2020 09:30:00 AM,065XX W ADDISON ST,0560,ASSAULT,SIMPLE,CONSTRUCTION SITE,N,Y,1632,38,08A,1132251,1923240,41.945610491,-87.789301076,"(41.945610491, -87.789301076)"
JD393132,10/08/2020 06:00:00 PM,030XX W 21ST PL,0820,THEFT,$500 AND UNDER,SIDEWALK,N,Y,1022,24,06,1156449,1889560,41.852733665,-87.701269326,"(41.852733665, -87.701269326)"
JD392580,10/08/2020 10:35:00 AM,046XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,N,N,1722,45,06,1144295,1926174,41.953443342,-87.744957048,"(41.953443342, -87.744957048)"
JD393134,10/08/2020 05:16:00 PM,008XX N HAMLIN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,N,N,1112,27,04B,1150901,1905361,41.896203631,-87.721218775,"(41.896203631, -87.721218775)"
JD456478,12/11/2020 06:40:00 PM,030XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,913,11,14,1171462,1884752,41.839223645,-87.64630829,"(41.839223645, -87.64630829)"
JD392433,10/08/2020 07:00:00 AM,039XX N LINDER AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1633,38,06,1138986,1925529,41.951771759,-87.764489412,"(41.951771759, -87.764489412)"
JD392984,10/08/2020 02:12:00 AM,003XX S PEORIA ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),N,N,1232,25,26,1170463,1898693,41.877500741,-87.649566735,"(41.877500741, -87.649566735)"
JE227675,04/27/2021 09:00:00 AM,039XX N LINCOLN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,N,N,1922,47,11,1162554,1926085,41.952835516,-87.67783769,"(41.952835516, -87.67783769)"
JD392912,10/08/2020 03:00:00 PM,0000X S KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,N,1113,28,14,1147063,1899523,41.880257779,-87.735464519,"(41.880257779, -87.735464519)"
JD393520,10/08/2020 06:47:00 PM,003XX W 91ST ST,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,634,21,08A,1175424,1844563,41.728852881,-87.632970918,"(41.728852881, -87.632970918)"
JD392717,10/08/2020 11:30:00 AM,062XX N MC CORMICK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1711,50,06,1152674,1941325,41.99485661,-87.713752053,"(41.99485661, -87.713752053)"
JD393003,10/08/2020 10:30:00 AM,002XX S STATE ST,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,113,42,06,1176417,1899149,41.878619788,-87.627691697,"(41.878619788, -87.627691697)"
JD393112,10/08/2020 02:30:00 PM,007XX E 91ST PL,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,633,8,05,1182681,1844463,41.728413362,-87.60639015,"(41.728413362, -87.60639015)"
JD392492,10/08/2020 08:21:00 AM,007XX N CICERO AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,1111,28,03,1144216,1904677,41.89445491,-87.74578893,"(41.89445491, -87.74578893)"
JD393218,10/08/2020 07:00:00 PM,023XX S HOYNE AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,1034,25,08B,1162731,1888647,41.850099098,-87.678237962,"(41.850099098, -87.678237962)"
JD456369,12/11/2020 05:00:00 PM,051XX W WEST END AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1532,28,08B,1141871,1900491,41.883011761,-87.754505236,"(41.883011761, -87.754505236)"
